code,description,subcategory,category,commoncat
v74,bus occupant injured in collision with heavy transport vehicle or bus,bus occupant injured in transport accident,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v75,bus occupant injured in collision with railway train or railway vehicle,bus occupant injured in transport accident,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v76,bus occupant injured in collision with other nonmotor vehicle,bus occupant injured in transport accident,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v77,bus occupant injured in collision with fixed or stationary object,bus occupant injured in transport accident,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v78,bus occupant injured in noncollision transport accident,bus occupant injured in transport accident,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v79,bus occupant injured in other and unspecified transport accidents,bus occupant injured in transport accident,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v80,animal-rider or occupant of animal-drawn vehicle injured in transport accident,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v81,occupant of railway train or railway vehicle injured in transport accident,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v82,occupant of powered streetcar injured in transport accident,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v83,occupant of special vehicle mainly used on industrial premises injured in transport accident,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v84,occupant of special vehicle mainly used in agriculture injured in transport accident,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v85,occupant of special construction vehicle injured in transport accident,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v86,"occupant of special all-terrain or other off-road motor vehicle, injured in transport accident",other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v87,traffic accident of specified type but victim's mode of transport unknown,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v88,nontraffic accident of specified type but victim's mode of transport unknown,other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v89,"motor- or nonmotor-vehicle accident, type of vehicle unspecified",other land transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v90,drowning and submersion due to accident to watercraft,water transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v91,other injury due to accident to watercraft,water transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v92,"drowning and submersion due to accident on board watercraft, without accident to watercraft",water transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v93,"other injury due to accident on board watercraft, without accident to watercraft",water transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v94,other and unspecified water transport accidents,water transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v95,accident to powered aircraft causing injury to occupant,air and space transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v96,accident to nonpowered aircraft causing injury to occupant,air and space transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v97,other specified air transport accidents,air and space transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v98,other specified transport accidents,other and unspecified transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
v99,unspecified transport accident,other and unspecified transport accidents,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w00,fall due to ice and snow,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w01,"fall on same level from slipping, tripping and stumbling","slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w03,other fall on same level due to collision with another person,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w04,fall while being carried or supported by other persons,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w05,"fall from non-moving wheelchair, nonmotorized scooter and motorized mobility scooter","slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w06,fall from bed,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w07,fall from chair,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w08,fall from other furniture,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w09,fall on and from playground equipment,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w10,fall on and from stairs and steps,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w11,fall on and from ladder,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w12,fall on and from scaffolding,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w13,"fall from, out of or through building or structure","slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w14,fall from tree,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w15,fall from cliff,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w16,"fall, jump or diving into water","slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w17,other fall from one level to another,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w18,"other slipping, tripping and stumbling and falls","slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w19,unspecified fall,"slipping, tripping, stumbling and falls",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w20,"struck by thrown, projected or falling object",exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w21,striking against or struck by sports equipment,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w22,striking against or struck by other objects,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w23,"caught, crushed, jammed or pinched in or between objects",exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w24,"contact with lifting and transmission devices, nec",exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w25,contact with sharp glass,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w26,contact with other sharp objects,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w27,contact with nonpowered hand tool,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w28,contact with powered lawn mower,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w29,contact with other powered hand tools and household machinery,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w30,contact with agricultural machinery,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w31,contact with other and unspecified machinery,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w32,accidental handgun discharge and malfunction,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w33,"accidental rifle, shotgun and larger firearm discharge and malfunction",exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w34,accidental discharge and malfunction from other and unspecified firearms and guns,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w35,explosion and rupture of boiler,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w36,explosion and rupture of gas cylinder,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w37,"explosion and rupture of pressurized tire, pipe or hose",exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w38,explosion and rupture of other specified pressurized devices,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w39,discharge of firework,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w40,explosion of other materials,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w42,exposure to noise,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w45,foreign body or object entering through skin,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w46,contact with hypodermic needle,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w49,exposure to other inanimate mechanical forces,exposure to inanimate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w50,"accidental hit, strike, kick, twist, bite or scratch by another person",exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w51,accidental striking against or bumped into by another person,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w52,"crushed, pushed or stepped on by crowd or human stampede",exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w53,contact with rodent,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w54,contact with dog,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w55,contact with other mammals,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w56,contact with nonvenomous marine animal,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w57,bitten or stung by nonvenomous insect and other nonvenomous arthropods,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w58,contact with crocodile or alligator,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w59,contact with other nonvenomous reptiles,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w60,contact with nonvenomous plant thorns and spines and sharp leaves,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w61,contact with birds (domestic) (wild),exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w62,contact with nonvenomous amphibians,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w64,exposure to other animate mechanical forces,exposure to animate mechanical forces,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w65,accidental drowning and submersion while in bath-tub,accidental non-transport drowning and submersion,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w67,accidental drowning and submersion while in swimming-pool,accidental non-transport drowning and submersion,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w69,accidental drowning and submersion while in natural water,accidental non-transport drowning and submersion,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w73,other specified cause of accidental non-transport drowning and submersion,accidental non-transport drowning and submersion,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w74,unspecified cause of accidental drowning and submersion,accidental non-transport drowning and submersion,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w85,exposure to electric transmission lines,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w86,exposure to other specified electric current,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w88,exposure to ionizing radiation,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w89,exposure to man-made visible and ultraviolet light,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w90,exposure to other nonionizing radiation,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w92,exposure to excessive heat of man-made origin,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w93,exposure to excessive cold of man-made origin,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w94,exposure to high and low air pressure and changes in air pressure,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
w99,exposure to other man-made environmental factors,"exposure to electric current, radiation and extreme ambient air temperature and pressure",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x00,exposure to uncontrolled fire in building or structure,"exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x01,"exposure to uncontrolled fire, not in building or structure","exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x02,exposure to controlled fire in building or structure,"exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x03,"exposure to controlled fire, not in building or structure","exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x04,exposure to ignition of highly flammable material,"exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x05,exposure to ignition or melting of nightwear,"exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x06,exposure to ignition or melting of other clothing and apparel,"exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x08,"exposure to other specified smoke, fire and flames","exposure to smoke, fire and flames",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x10,"contact with hot drinks, food, fats and cooking oils",contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x11,contact with hot tap-water,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x12,contact with other hot fluids,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x13,contact with steam and other hot vapors,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x14,contact with hot air and other hot gases,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x15,contact with hot household appliances,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x16,"contact with hot heating appliances, radiators and pipes",contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x17,"contact with hot engines, machinery and tools",contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x18,contact with other hot metals,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x19,contact with other heat and hot substances,contact with heat and hot substances,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x30,exposure to excessive natural heat,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x31,exposure to excessive natural cold,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x32,exposure to sunlight,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x34,earthquake,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x35,volcanic eruption,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x36,"avalanche, landslide and other earth movements",exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x37,cataclysmic storm,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x38,flood,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x39,exposure to other forces of nature,exposure to forces of nature,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x50,overexertion and strenuous or repetitive movements,overexertion and strenuous or repetitive movements,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x52,prolonged stay in weightless environment,accidental exposure to other specified factors,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x58,exposure to other specified factors,accidental exposure to other specified factors,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x71,intentional self-harm by drowning and submersion,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x72,intentional self-harm by handgun discharge,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x73,"intentional self-harm by rifle, shotgun and larger firearm discharge",intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x74,intentional self-harm by other and unspecified firearm and gun discharge,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x75,intentional self-harm by explosive material,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x76,"intentional self-harm by smoke, fire and flames",intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x77,"intentional self-harm by steam, hot vapors and hot objects",intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x78,intentional self-harm by sharp object,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x79,intentional self-harm by blunt object,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x80,intentional self-harm by jumping from a high place,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x81,intentional self-harm by jumping or lying in front of moving object,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x82,intentional self-harm by crashing of motor vehicle,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x83,intentional self-harm by other specified means,intentional self-harm,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x92,assault by drowning and submersion,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x93,assault by handgun discharge,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x94,"assault by rifle, shotgun and larger firearm discharge",assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x95,assault by other and unspecified firearm and gun discharge,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x96,assault by explosive material,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x97,"assault by smoke, fire and flames",assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x98,"assault by steam, hot vapors and hot objects",assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
x99,assault by sharp object,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y00,assault by blunt object,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y01,assault by pushing from high place,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y02,assault by pushing or placing victim in front of moving object,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y03,assault by crashing of motor vehicle,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y04,assault by bodily force,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y07,"perpetrator of assault, maltreatment and neglect",assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y08,assault by other specified means,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y09,assault by unspecified means,assault,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y21,"drowning and submersion, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y22,"handgun discharge, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y23,"rifle, shotgun and larger firearm discharge, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y24,"other and unspecified firearm discharge, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y25,"contact with explosive material, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y26,"exposure to smoke, fire and flames, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y27,"contact with steam, hot vapors and hot objects, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y28,"contact with sharp object, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y29,"contact with blunt object, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y30,"falling, jumping or pushed from a high place, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y31,"falling, lying or running before or into moving object, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y32,"crashing of motor vehicle, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y33,"other specified events, undetermined intent",event of undetermined intent,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y35,legal intervention,"legal intervention, operations of war, military operations, and terrorism",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y36,operations of war,"legal intervention, operations of war, military operations, and terrorism",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y37,military operations,"legal intervention, operations of war, military operations, and terrorism",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y38,terrorism,"legal intervention, operations of war, military operations, and terrorism",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y62,failure of sterile precautions during surgical and medical care,misadventures to patients during surgical and medical care,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y63,failure in dosage during surgical and medical care,misadventures to patients during surgical and medical care,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y64,contaminated medical or biological substances,misadventures to patients during surgical and medical care,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y65,other misadventures during surgical and medical care,misadventures to patients during surgical and medical care,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y66,nonadministration of surgical and medical care,misadventures to patients during surgical and medical care,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y69,unspecified misadventure during surgical and medical care,misadventures to patients during surgical and medical care,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y70,anesthesiology devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y71,cardiovascular devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y72,otorhinolaryngological devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y73,gastroenterology and urology devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y74,general hospital and personal-use devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y75,neurological devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y76,obstetric and gynecological devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y77,ophthalmic devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y78,radiological devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y79,orthopedic devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y80,physical medicine devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y81,general- and plastic-surgery devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y82,other and unspecified medical devices associated with adverse incidents,medical devices associated with adverse incidents in diagnostic and therapeutic use,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y83,"surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later","surgical and other medical procedures as the cause of abnormal reaction of the patient, or abbrev",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y84,"other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without","surgical and other medical procedures as the cause of abnormal reaction of the patient, or abbrev",external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y90,evidence of alcohol involvement determined by blood alcohol level,supplementary factors related to causes of morbidity classified elsewhere,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y92,place of occurrence of the external cause,supplementary factors related to causes of morbidity classified elsewhere,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y93,activity codes,supplementary factors related to causes of morbidity classified elsewhere,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y95,nosocomial condition,supplementary factors related to causes of morbidity classified elsewhere,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
y99,external cause status,supplementary factors related to causes of morbidity classified elsewhere,external causes of morbidity (v00-y99),additional classification: external causes of injury and poisoning
z00,"encounter for general examination without complaint, suspected or reported diagnosis",persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z01,"encounter for other special examination without complaint, suspected or reported diagnosis",persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z02,encounter for administrative examination,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z03,encounter for medical observation for suspected diseases and conditions ruled out,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z04,encounter for examination and observation for other reasons,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z05,encounter for observation and evaluation of newborn for suspected diseases and conditions ruled out,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z08,encounter for follow-up examination after completed treatment for malignant neoplasm,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z09,encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z11,encounter for screening for infectious and parasitic diseases,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z12,encounter for screening for malignant neoplasms,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z13,encounter for screening for other diseases and disorders,persons encountering health services for examinations,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z14,genetic carrier,genetic carrier and genetic susceptibility to disease,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
z15,genetic susceptibility to disease,genetic carrier and genetic susceptibility to disease,factors influencing health status and contact with health services (z00-z99),factors influencing health status and contact with health services/codes for special purposes/other
