code,description,category,subcategory,commoncat
928,crushing injury of lower limb,injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes"
929,crushing injury of multiple and unspecified sites,injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes"
930,foreign body on external eye,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
931,foreign body in ear,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
932,foreign body in nose,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
933,foreign body in pharynx and larynx,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
934,"foreign body in trachea, bronchus and lung",injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
935,"foreign body in mouth, oesophagus and stomach",injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
936,foreign body in intestine and colon,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
937,foreign body in anus and rectum,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
938,"foreign body in digestive system, unspecified",injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
939,foreign body in genitourinary tract,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes"
940,burn confined to eye and adnexa,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
941,"burn of face, head and neck",injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
942,burn of trunk,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
943,"burn of upper limb, except wrist and hand",injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
944,burn of wrist(s) and hand(s),injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
945,burn of lower limb(s),injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
946,burns of multiple specified sites,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
947,burn of internal organs,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
948,burns classified according to extent of body surface involved,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
949,"burn, unspecified",injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes"
950,injury to optic nerve and pathways,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
951,injury to other cranial nerve(s),injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
952,spinal cord lesion without evidence of spinal bone injury,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
953,injury to nerve roots and spinal plexus,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
954,injury to other nerve(s) of trunk excluding shoulder and pelvic girdles,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
955,injury to peripheral nerve(s) of shoulder girdle and upper limb,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
956,injury to peripheral nerve(s) of pelvic girdle and lower limb,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
957,injury to other and unspecified nerves,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes"
958,certain early complications of trauma,injury and poisoning,certain traumatic complications and unpspecified injuries,"injury, poisoning and certain other consequences of external causes"
959,"injury, other and unspecified",injury and poisoning,certain traumatic complications and unpspecified injuries,"injury, poisoning and certain other consequences of external causes"
960,poisoning by antibiotics,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
961,poisoning by other anti-infectives,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
962,poisoning by hormones and synthetic substitutes,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
963,poisoning by primarily systemic agents,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
964,poisoning by agents primarily affecting blood constituents,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
965,"poisoning by analgesics, antipyretics and antirheumatics",injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
966,poisoning by anticonvulsants and anti-parkinsonism drugs,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
967,poisoning by sedatives and hypnotics,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
968,poisoning by other central nervous system depressants,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
969,poisoning by psychotropic agents,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
970,poisoning by central nervous system stimulants,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
971,poisoning by drugs primarily affecting the autonomic nervous system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
972,poisoning by agents primarily affecting the cariovascular system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
973,poisoning by agents primarily affecting the gastrointestinal system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
974,"poisoning by water, mineral and uric acid metabolism drugs",injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
975,poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
976,"poisoning by agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological and dental drugs",injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
977,poisoning by other and unspecified drugs and medicaments,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
978,poisoning by bacterial vaccines,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
979,poisoning by other vaccines and biological substances,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes"
980,toxic effect of alcohol,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
981,toxic effect of petroleum products,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
982,toxic effect of solvents other than petroleum-based,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
983,"toxic effect of corrosive aromatics, acids and caustic alkalis",injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
984,toxic effect of lead and its compounds (including fumes),injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
985,toxic effect of other metals,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
986,toxic effect of carbon monoxide,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
987,"toxic effect of other gases, fumes or vapours",injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
988,toxic effect of noxious substances eaten as food,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
989,"toxic effect of other substances, chiefly nonmedicinal as to source",injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes"
990,"effects of radiation, unspecified",injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes"
991,effects of reduced temperature,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes"
992,effects of heat and light,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes"
993,effects of air pressure,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes"
994,effects of other external causes,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes"
995,certain adverse effects not elsewhere classified,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes"
996,complications peculiar to certain specified procedures,injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes"
997,"complications affecting specified body systems, not elsewhere classified",injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes"
998,"other complications of procedures, not elsewhere classified",injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes"
999,"complications of medical care, not elsewhere classified",injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes"
v01,contact with or exposure to communicable diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v02,carrier or suspected carrier of infectious diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v03,need for prophylactic vaccination and inoculation against bacterial diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v04,need for prophylactic vaccination and inoculation against certain viral diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v05,need for other prophylactic vaccination and inoculation against single diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v06,need for prophylactic vaccination and inoculation against combinations of diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v07,need for isolation and other prophylactic measures,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other
v10,personal history of malignant neoplasm,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v11,personal history of mental disorder,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v12,personal history of certain other diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v13,personal history of other diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v14,personal history of allergy to medicinal agents,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v15,other personal history presenting hazards to health,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v16,family history of malignant neoplasm,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v17,family history of certain chronic disabling diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v18,family history of certain other specific conditions,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v19,family history of other conditions,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other
v20,health supervision of infant or child,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v21,constitutional states in development,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v22,normal pregnancy,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v23,supervision of high-risk pregnancy,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v24,postpartum care and examination,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v25,contraceptive management,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v26,procreative management,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v27,outcome of delivery,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v28,antenatal screening,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in circumstances related to reproduction and development,factors influencing health status and contact with health services/codes for special purposes/other
v30,singleton,supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v31,"twin, mate live born",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v32,"twin, mate stillborn",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v33,"twin, unspecified",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v34,"other multiple, mates all live born",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v35,"other multiple, mates all stillborn",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v36,"other multiple, mates live- and stillborn",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v37,"other multiple, unspecified",supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v39,unspecified,supplementary classification of factors influencing heatlh status and contact with health services,healthy liveborn infants according to type of birth,factors influencing health status and contact with health services/codes for special purposes/other
v40,mental and behavioural problems,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v41,problems with special senses and other special functions,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v42,organ or tissue replaced by transplant,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v43,organ or tissue replaced by other means,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v44,artificial opening status,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v45,other postsurgical states,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v46,other dependence on machines,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v47,other problems with internal organs,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v48,"problems with head, neck and trunk",supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v49,problems with limbs and other problems,supplementary classification of factors influencing heatlh status and contact with health services,persons with conditions influencing their health status,factors influencing health status and contact with health services/codes for special purposes/other
v50,elective surgery for purposes other than remedying health states,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v51,aftercare involving the use of plastic surgery,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v52,fitting and adjustment of prosthetic device,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v53,fitting and adjustment of other device,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v54,other orthopaedic aftercare,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v55,attention to artificial openings,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v56,aftercare involving intermittent dialysis,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v57,care involving use of rehabilitation procedures,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v58,other and unspecified aftercare,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v59,donors,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services for specific procedures and after,factors influencing health status and contact with health services/codes for special purposes/other
v60,"housing, household and economic circumstances",supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v61,other family circumstances,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v62,other psychosocial circumstances,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v63,unavailability of other medical facilities for care,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v64,"persons encountering health services for specific procedures, not carried out",supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v65,other persons seeking consultation without complaint or sickness,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v66,convalescence,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v67,follow-up examination,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v68,encounters for administrative purposes,supplementary classification of factors influencing heatlh status and contact with health services,persons encountering health services in other circumstances,factors influencing health status and contact with health services/codes for special purposes/other
v70,general medical examination,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v71,observation and evaluation for suspected conditions,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v72,special investigations and examinations,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v73,special screening examination for viral diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v74,special screening examination for bacterial and spirochaetal diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v75,special screening examination for other infectious diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v76,special screening for malignant neoplasms,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v77,"special screening for endocrine, nutritional, metabolic and immunity disorders",supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v78,special screening for disorders of blood and blood-forming organs,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v79,special screening for mental disorders and developmental handicaps,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v80,"special screening for neurological, eye and ear diseases",supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v81,"special screening for cardiovascular, respiratory and genitourinary diseases",supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
v82,special screening for other conditions,supplementary classification of factors influencing heatlh status and contact with health services,persons without reported diagnosis encountered during examination and investigation of individals and populations,factors influencing health status and contact with health services/codes for special purposes/other
01a,"dizziness, vertigo, insomnia",additional diagnostic codes,additional diagnostic codes,
02a,abdominal swelling not otherwise specified or abdominal pain,additional diagnostic codes,additional diagnostic codes,
03a,pre-operative assessment (dental) – no diagnosis specified,additional diagnostic codes,additional diagnostic codes,
04a,general psychiatric examination – no care required,additional diagnostic codes,additional diagnostic codes,
05a,growth and development,additional diagnostic codes,additional diagnostic codes,
06a,feeding and management talk/anxiety of mother,additional diagnostic codes,additional diagnostic codes,
07a,feeding problem,additional diagnostic codes,additional diagnostic codes,
08a,healthy newborn care,additional diagnostic codes,additional diagnostic codes,
10a,emergency care – assault,additional diagnostic codes,additional diagnostic codes,
11a,nothing abnormal discovered,additional diagnostic codes,additional diagnostic codes,
12a,epistaxis/cautery,additional diagnostic codes,additional diagnostic codes,
31a,removal of sutures,additional diagnostic codes,additional diagnostic codes,
32a,injection – allergy,additional diagnostic codes,additional diagnostic codes,
33a,injection – other,additional diagnostic codes,additional diagnostic codes,
34a,contraceptive advice,additional diagnostic codes,additional diagnostic codes,
35a,"benign skin lesions including keratosis, warts other than plantar warts (for plantar warts see 45a)",additional diagnostic codes,additional diagnostic codes,
36a,fecal impaction,additional diagnostic codes,additional diagnostic codes,
42a,removal of cast,additional diagnostic codes,additional diagnostic codes,
43a,change of dressing,additional diagnostic codes,additional diagnostic codes,
44a,contact with communicable diseases,additional diagnostic codes,additional diagnostic codes,
45a,plantar warts,additional diagnostic codes,additional diagnostic codes,
01b,tuberculosin skin test,additional diagnostic codes,additional diagnostic codes,
02b,skin grafting,additional diagnostic codes,additional diagnostic codes,
03b,keloid scarring,additional diagnostic codes,additional diagnostic codes,
06b,syringing of ears,additional diagnostic codes,additional diagnostic codes,
08b,congenital anomalies of the lower respiratory system,additional diagnostic codes,additional diagnostic codes,
10b,consultation re sterilization – male,additional diagnostic codes,additional diagnostic codes,
11b,genetic counselling – male,additional diagnostic codes,additional diagnostic codes,
12b,sterilization – male,additional diagnostic codes,additional diagnostic codes,
15b,sterilization – female,additional diagnostic codes,additional diagnostic codes,
16b,consultation re sterilization – female,additional diagnostic codes,additional diagnostic codes,
17b,consultation re abortion,additional diagnostic codes,additional diagnostic codes,
18b,genetic counselling – female,additional diagnostic codes,additional diagnostic codes,
19b,artificial insemination,additional diagnostic codes,additional diagnostic codes,
20b,post coital test,additional diagnostic codes,additional diagnostic codes,
21b,congenital anomalies – female,additional diagnostic codes,additional diagnostic codes,
22b,open wounds of genital organs – female,additional diagnostic codes,additional diagnostic codes,
23b,insertion/removal of iud,additional diagnostic codes,additional diagnostic codes,
30b,prenatal care,additional diagnostic codes,additional diagnostic codes,
31b,"hypertrophy of breast, mammary gland, nipple arising during pregnancy",additional diagnostic codes,additional diagnostic codes,
32b,erosion and inflammation of cervix (uteri) arising during pregnancy,additional diagnostic codes,additional diagnostic codes,
33b,"leukerrhea, vaginal discharge not otherwise specified arising during pregnancy",additional diagnostic codes,additional diagnostic codes,
34b,hypertensive disease arising during pregnancy,additional diagnostic codes,additional diagnostic codes,
35b,false labour,additional diagnostic codes,additional diagnostic codes,
36b,"pregnancy, examination pregnancy unconfirmed",additional diagnostic codes,additional diagnostic codes,
37b,premature rupture of membranes,additional diagnostic codes,additional diagnostic codes,
38b,threatened abortion,additional diagnostic codes,additional diagnostic codes,
50b,anxiety/depression,additional diagnostic codes,additional diagnostic codes,
55b,"foreign body, hand or finger",additional diagnostic codes,additional diagnostic codes,
60b,"foreign body, foot or toes",additional diagnostic codes,additional diagnostic codes,
65b,animal bite,additional diagnostic codes,additional diagnostic codes,
66b,insect bite,additional diagnostic codes,additional diagnostic codes,
01e,eye tests,additional diagnostic codes,additional diagnostic codes,
01f,ear tests,additional diagnostic codes,additional diagnostic codes,
01h,hospital,additional diagnostic codes,additional diagnostic codes,
01l,laboratory,additional diagnostic codes,additional diagnostic codes,
01x,x-ray,additional diagnostic codes,additional diagnostic codes,
01z,anaesthetic,additional diagnostic codes,additional diagnostic codes,
e01,high refractive error (+/-8 dioptre or more),additional diagnostic codes,additional diagnostic codes,
e02,change of 0.5 dioptres or > to spherical or cylinder lens.,additional diagnostic codes,additional diagnostic codes,
e03,0.5 dioptres or greater change to cylinder lens,additional diagnostic codes,additional diagnostic codes,
e04,change in axis = > cylinder lens of .5 dioptres and <20 degree,additional diagnostic codes,additional diagnostic codes,
e05,change in axis of =/> 20 degrees for a cylinder lens of 0.5 dioptre or <,additional diagnostic codes,additional diagnostic codes,
e06,10 degrees for a cylinder lens of >0.5 dioptre but not >1.0 dioptre,additional diagnostic codes,additional diagnostic codes,
e07,intraocular surgery,additional diagnostic codes,additional diagnostic codes,
e08,medications,additional diagnostic codes,additional diagnostic codes,
e09,3 degrees for a cylinder lens of more than 1.0 dioptre,additional diagnostic codes,additional diagnostic codes,
e10,"previously +/- 8 d or greater, at risk of retinal detachment",additional diagnostic codes,additional diagnostic codes,
e91,'no' indicator present,additional diagnostic codes,additional diagnostic codes,
e92,indicator of ocular pathology: external,additional diagnostic codes,additional diagnostic codes,
e93,indicator of ocular pathology: internal,additional diagnostic codes,additional diagnostic codes,
e94,indicator of binocularity: phoria,additional diagnostic codes,additional diagnostic codes,
