code,description,category,subcategory,commoncat,description_clean,icd10subcategory,MatchStage,MatchedBDescription
883,open wound of finger(s),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes",open wound of fingers,"injuries to the wrist, hand and fingers",skipped_subcategory,"open wound of wrist, hand and fingers"
884,multiple and unspecified open wound of upper limb,injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes",multiple and unspecified open wound of upper limb,injuries to the head,skipped_subcategory,open wound of head
885,traumatic amputation of thumb (complete) (partial),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes",traumatic amputation of thumb complete partial,injuries to the knee and lower leg,skipped_subcategory,traumatic amputation of lower leg
886,traumatic amputation of other finger(s) (complete) (partial),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes",traumatic amputation of other fingers complete partial,injuries to the knee and lower leg,skipped_subcategory,traumatic amputation of lower leg
887,traumatic amputation of arm and hand (complete) (partial),injury and poisoning,open wounds of upper limb,"injury, poisoning and certain other consequences of external causes",traumatic amputation of arm and hand complete partial,injuries to the hip and thigh,skipped_subcategory,traumatic amputation of hip and thigh
890,open wound of hip and thigh,injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",open wound of hip and thigh,injuries to the hip and thigh,skipped_subcategory,open wound of hip and thigh
891,"open wound of knee, leg (except thigh) and ankle",injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",open wound of knee leg except thigh and ankle,injuries to the hip and thigh,skipped_subcategory,open wound of hip and thigh
892,open wound of foot except toe(s) alone,injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",open wound of foot except toes alone,injuries to the head,skipped_subcategory,open wound of head
893,open wound of toe(s),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",open wound of toes,injuries to the ankle and foot,skipped_subcategory,"open wound of ankle, foot and toes"
894,multiple and unspecified open wound of lower limb,injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",multiple and unspecified open wound of lower limb,injuries to the head,skipped_subcategory,open wound of head
895,traumatic amputation of toe(s) (complete) (partial),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",traumatic amputation of toes complete partial,injuries to the knee and lower leg,skipped_subcategory,traumatic amputation of lower leg
896,traumatic amputation of foot (complete) (partial),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",traumatic amputation of foot complete partial,injuries to the ankle and foot,skipped_subcategory,traumatic amputation of ankle and foot
897,traumatic amputation of leg(s) (complete) (partial),injury and poisoning,open wounds of lower limb,"injury, poisoning and certain other consequences of external causes",traumatic amputation of legs complete partial,injuries to the knee and lower leg,skipped_subcategory,traumatic amputation of lower leg
900,injury to blood vessels of head and neck,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes",injury to blood vessels of head and neck,injuries to the thorax,skipped_subcategory,injury of blood vessels of thorax
901,injury to blood vessels of thorax,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes",injury to blood vessels of thorax,injuries to the thorax,skipped_subcategory,injury of blood vessels of thorax
902,injury to blood vessels of abdomen and pelvis,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes",injury to blood vessels of abdomen and pelvis,"injuries to the abdomen, lower back, lumbar spine, pelvis and external genitals",skipped_subcategory,"injury of blood vessels at abdomen, lower back and pelvis level"
903,injury to blood vessels of upper extremity,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes",injury to blood vessels of upper extremity,injuries to the thorax,skipped_subcategory,injury of blood vessels of thorax
904,injury to blood vessels of lower extremity and unspecified sites,injury and poisoning,injury to blood vessels,"injury, poisoning and certain other consequences of external causes",injury to blood vessels of lower extremity and unspecified sites,injuries to the thorax,skipped_subcategory,injury of blood vessels of thorax
905,late effects of musculoskeletal and connective tissue injuries,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes",late effects of musculoskeletal and connective tissue injuries,,skipped_subcategory,
906,late effects of injuries to skin and subcutaneous tissues,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes",late effects of injuries to skin and subcutaneous tissues,,skipped_subcategory,
907,late effects of injuries to the nervous system,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes",late effects of injuries to the nervous system,,skipped_subcategory,
908,late effects of other and unspecified injuries,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes",late effects of other and unspecified injuries,injuries to the head,skipped_subcategory,other and unspecified injuries of head
909,late effects of other and unspecified external causes,injury and poisoning,"late effects of injuries, poisonings, toxic effects and other external causes","injury, poisoning and certain other consequences of external causes",late effects of other and unspecified external causes,other and unspecified effects of external causes,skipped_subcategory,other and unspecified effects of other external causes
910,"superficial injury of face, neck and scalp except eye",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of face neck and scalp except eye,injuries to the neck,skipped_subcategory,superficial injury of neck
911,superficial injury of trunk,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of trunk,injuries to the neck,skipped_subcategory,superficial injury of neck
912,superficial injury of shoulder and upper arm,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of shoulder and upper arm,injuries to the shoulder and upper arm,skipped_subcategory,superficial injury of shoulder and upper arm
913,"superficial injury of elbow, forearm and wrist",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of elbow forearm and wrist,injuries to the elbow and forearm,skipped_subcategory,superficial injury of elbow and forearm
914,superficial injury of hand(s) except finger(s) alone,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of hands except fingers alone,injuries to the head,skipped_subcategory,superficial injury of head
915,superficial injury of finger(s),injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of fingers,"injuries to the wrist, hand and fingers",skipped_subcategory,"superficial injury of wrist, hand and fingers"
916,"superficial injury of hip, thigh, leg and ankle",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of hip thigh leg and ankle,injuries to the hip and thigh,skipped_subcategory,superficial injury of hip and thigh
917,superficial injury of foot and toe(s),injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of foot and toes,injuries to the ankle and foot,skipped_subcategory,"superficial injury of ankle, foot and toes"
918,superficial injury of eye and adnexa,injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of eye and adnexa,injuries to the head,skipped_subcategory,superficial injury of head
919,"superficial injury of other, multiple and unspecified sites",injury and poisoning,superficial injury,"injury, poisoning and certain other consequences of external causes",superficial injury of other multiple and unspecified sites,injuries to the head,skipped_subcategory,superficial injury of head
920,"contusion of face, scalp, and neck except eye(s)",injury and poisoning,contusion with intact skin surface,"injury, poisoning and certain other consequences of external causes",contusion of face scalp and neck except eyes,"burns and corrosions of external body surface, specified by site",skipped_subcategory,"burn and corrosion of head, face, and neck"
921,contusion of eye and adnexa,injury and poisoning,contusion with intact skin surface,"injury, poisoning and certain other consequences of external causes",contusion of eye and adnexa,,skipped_subcategory,
922,contusion of trunk,injury and poisoning,contusion with intact skin surface,"injury, poisoning and certain other consequences of external causes",contusion of trunk,,skipped_subcategory,
923,contusion of upper limb,injury and poisoning,contusion with intact skin surface,"injury, poisoning and certain other consequences of external causes",contusion of upper limb,,skipped_subcategory,
924,contusion of lower limb and of other and unspecified sites,injury and poisoning,contusion with intact skin surface,"injury, poisoning and certain other consequences of external causes",contusion of lower limb and of other and unspecified sites,,skipped_subcategory,
925,"crushing injury of face, scalp and neck",injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes",crushing injury of face scalp and neck,injuries to the neck,skipped_subcategory,crushing injury of neck
926,crushing injury of trunk,injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes",crushing injury of trunk,injuries to the neck,skipped_subcategory,crushing injury of neck
927,crushing injury of upper limb,injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes",crushing injury of upper limb,injuries to the shoulder and upper arm,skipped_subcategory,crushing injury of shoulder and upper arm
928,crushing injury of lower limb,injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes",crushing injury of lower limb,injuries to the knee and lower leg,skipped_subcategory,crushing injury of lower leg
929,crushing injury of multiple and unspecified sites,injury and poisoning,crushing injury,"injury, poisoning and certain other consequences of external causes",crushing injury of multiple and unspecified sites,injuries to the head,skipped_subcategory,crushing injury of head
930,foreign body on external eye,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body on external eye,effects of foreign body entering through natural orifice,subcategory,
931,foreign body in ear,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in ear,effects of foreign body entering through natural orifice,subcategory,
932,foreign body in nose,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in nose,effects of foreign body entering through natural orifice,subcategory,
933,foreign body in pharynx and larynx,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in pharynx and larynx,effects of foreign body entering through natural orifice,subcategory,
934,"foreign body in trachea, bronchus and lung",injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in trachea bronchus and lung,effects of foreign body entering through natural orifice,subcategory,
935,"foreign body in mouth, oesophagus and stomach",injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in mouth oesophagus and stomach,effects of foreign body entering through natural orifice,subcategory,
936,foreign body in intestine and colon,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in intestine and colon,effects of foreign body entering through natural orifice,subcategory,
937,foreign body in anus and rectum,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in anus and rectum,effects of foreign body entering through natural orifice,subcategory,
938,"foreign body in digestive system, unspecified",injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in digestive system unspecified,effects of foreign body entering through natural orifice,subcategory,
939,foreign body in genitourinary tract,injury and poisoning,effects of foreign body entering through orifice,"injury, poisoning and certain other consequences of external causes",foreign body in genitourinary tract,effects of foreign body entering through natural orifice,subcategory,
940,burn confined to eye and adnexa,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn confined to eye and adnexa,"burns and corrosions of external body surface, specified by site",subcategory,
941,"burn of face, head and neck",injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn of face head and neck,"burns and corrosions of external body surface, specified by site",subcategory,
942,burn of trunk,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn of trunk,"burns and corrosions of external body surface, specified by site",subcategory,
943,"burn of upper limb, except wrist and hand",injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn of upper limb except wrist and hand,"burns and corrosions of external body surface, specified by site",subcategory,
944,burn of wrist(s) and hand(s),injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn of wrists and hands,"burns and corrosions of external body surface, specified by site",subcategory,
945,burn of lower limb(s),injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn of lower limbs,"burns and corrosions of external body surface, specified by site",subcategory,
946,burns of multiple specified sites,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burns of multiple specified sites,"burns and corrosions of external body surface, specified by site",subcategory,
947,burn of internal organs,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn of internal organs,"burns and corrosions of external body surface, specified by site",subcategory,
948,burns classified according to extent of body surface involved,injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burns classified according to extent of body surface involved,"burns and corrosions of external body surface, specified by site",subcategory,
949,"burn, unspecified",injury and poisoning,burns,"injury, poisoning and certain other consequences of external causes",burn unspecified,"burns and corrosions of external body surface, specified by site",subcategory,
950,injury to optic nerve and pathways,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to optic nerve and pathways,,skipped_subcategory,
951,injury to other cranial nerve(s),injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to other cranial nerves,injuries to the head,skipped_subcategory,injury of cranial nerve
952,spinal cord lesion without evidence of spinal bone injury,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",spinal cord lesion without evidence of spinal bone injury,injuries to the thorax,skipped_subcategory,injury of heart
953,injury to nerve roots and spinal plexus,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to nerve roots and spinal plexus,,skipped_subcategory,
954,injury to other nerve(s) of trunk excluding shoulder and pelvic girdles,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to other nerves of trunk excluding shoulder and pelvic girdles,injuries to the shoulder and upper arm,skipped_subcategory,injury of nerves at shoulder and upper arm level
955,injury to peripheral nerve(s) of shoulder girdle and upper limb,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to peripheral nerves of shoulder girdle and upper limb,injuries to the shoulder and upper arm,skipped_subcategory,injury of nerves at shoulder and upper arm level
956,injury to peripheral nerve(s) of pelvic girdle and lower limb,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to peripheral nerves of pelvic girdle and lower limb,injuries to the knee and lower leg,skipped_subcategory,injury of nerves at lower leg level
957,injury to other and unspecified nerves,injury and poisoning,injury to nerves and spinal cord,"injury, poisoning and certain other consequences of external causes",injury to other and unspecified nerves,injuries to the thorax,skipped_subcategory,injury of other and unspecified intrathoracic organs
958,certain early complications of trauma,injury and poisoning,certain traumatic complications and unpspecified injuries,"injury, poisoning and certain other consequences of external causes",certain early complications of trauma,certain early complications of trauma,skipped_subcategory,"certain early complications of trauma, nec"
959,"injury, other and unspecified",injury and poisoning,certain traumatic complications and unpspecified injuries,"injury, poisoning and certain other consequences of external causes",injury other and unspecified,injuries to the thorax,skipped_subcategory,injury of other and unspecified intrathoracic organs
960,poisoning by antibiotics,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by antibiotics,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
961,poisoning by other anti-infectives,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by other antiinfectives,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
962,poisoning by hormones and synthetic substitutes,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by hormones and synthetic substitutes,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
963,poisoning by primarily systemic agents,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by primarily systemic agents,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
964,poisoning by agents primarily affecting blood constituents,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by agents primarily affecting blood constituents,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
965,"poisoning by analgesics, antipyretics and antirheumatics",injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by analgesics antipyretics and antirheumatics,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
966,poisoning by anticonvulsants and anti-parkinsonism drugs,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by anticonvulsants and antiparkinsonism drugs,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
967,poisoning by sedatives and hypnotics,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by sedatives and hypnotics,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
968,poisoning by other central nervous system depressants,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by other central nervous system depressants,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
969,poisoning by psychotropic agents,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by psychotropic agents,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
970,poisoning by central nervous system stimulants,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by central nervous system stimulants,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
971,poisoning by drugs primarily affecting the autonomic nervous system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by drugs primarily affecting the autonomic nervous system,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
972,poisoning by agents primarily affecting the cariovascular system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by agents primarily affecting the cariovascular system,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
973,poisoning by agents primarily affecting the gastrointestinal system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by agents primarily affecting the gastrointestinal system,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
974,"poisoning by water, mineral and uric acid metabolism drugs",injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by water mineral and uric acid metabolism drugs,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
975,poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
976,"poisoning by agents primarily affecting skin and mucous membrane, ophthalmological, otorhinolaryngological and dental drugs",injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by agents primarily affecting skin and mucous membrane ophthalmological otorhinolaryngological and dental drugs,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
977,poisoning by other and unspecified drugs and medicaments,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by other and unspecified drugs and medicaments,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
978,poisoning by bacterial vaccines,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by bacterial vaccines,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
979,poisoning by other vaccines and biological substances,injury and poisoning,"poisoning by drugs, medicaments and biological substances","injury, poisoning and certain other consequences of external causes",poisoning by other vaccines and biological substances,"poisoning by, adverse effects of and underdosing of drugs, medicaments and biological substances",subcategory,
980,toxic effect of alcohol,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of alcohol,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
981,toxic effect of petroleum products,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of petroleum products,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
982,toxic effect of solvents other than petroleum-based,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of solvents other than petroleumbased,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
983,"toxic effect of corrosive aromatics, acids and caustic alkalis",injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of corrosive aromatics acids and caustic alkalis,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
984,toxic effect of lead and its compounds (including fumes),injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of lead and its compounds including fumes,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
985,toxic effect of other metals,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of other metals,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
986,toxic effect of carbon monoxide,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of carbon monoxide,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
987,"toxic effect of other gases, fumes or vapours",injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of other gases fumes or vapours,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
988,toxic effect of noxious substances eaten as food,injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of noxious substances eaten as food,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
989,"toxic effect of other substances, chiefly nonmedicinal as to source",injury and poisoning,toxic effects of substances chiefly nonmedical as to source,"injury, poisoning and certain other consequences of external causes",toxic effect of other substances chiefly nonmedicinal as to source,toxic effects of substances chiefly nonmedicinal as to source,subcategory,
990,"effects of radiation, unspecified",injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes",effects of radiation unspecified,other and unspecified effects of external causes,subcategory,
991,effects of reduced temperature,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes",effects of reduced temperature,other and unspecified effects of external causes,subcategory,
992,effects of heat and light,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes",effects of heat and light,other and unspecified effects of external causes,subcategory,
993,effects of air pressure,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes",effects of air pressure,other and unspecified effects of external causes,subcategory,
994,effects of other external causes,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes",effects of other external causes,other and unspecified effects of external causes,subcategory,
995,certain adverse effects not elsewhere classified,injury and poisoning,other and unspecified effects of external causes,"injury, poisoning and certain other consequences of external causes",certain adverse effects not elsewhere classified,other and unspecified effects of external causes,subcategory,
996,complications peculiar to certain specified procedures,injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes",complications peculiar to certain specified procedures,"complications of surgical and medical care, nec",subcategory,
997,"complications affecting specified body systems, not elsewhere classified",injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes",complications affecting specified body systems not elsewhere classified,"complications of surgical and medical care, nec",subcategory,
998,"other complications of procedures, not elsewhere classified",injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes",other complications of procedures not elsewhere classified,"complications of surgical and medical care, nec",subcategory,
999,"complications of medical care, not elsewhere classified",injury and poisoning,"complications of surgical and medical care, not elsewhere classified","injury, poisoning and certain other consequences of external causes",complications of medical care not elsewhere classified,"complications of surgical and medical care, nec",subcategory,
v01,contact with or exposure to communicable diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,contact with or exposure to communicable diseases,persons with potential health hazards related to communicable diseases,subcategory,
v02,carrier or suspected carrier of infectious diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,carrier or suspected carrier of infectious diseases,persons with potential health hazards related to communicable diseases,subcategory,
v03,need for prophylactic vaccination and inoculation against bacterial diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,need for prophylactic vaccination and inoculation against bacterial diseases,persons with potential health hazards related to communicable diseases,subcategory,
v04,need for prophylactic vaccination and inoculation against certain viral diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,need for prophylactic vaccination and inoculation against certain viral diseases,persons with potential health hazards related to communicable diseases,subcategory,
v05,need for other prophylactic vaccination and inoculation against single diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,need for other prophylactic vaccination and inoculation against single diseases,persons with potential health hazards related to communicable diseases,subcategory,
v06,need for prophylactic vaccination and inoculation against combinations of diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,need for prophylactic vaccination and inoculation against combinations of diseases,persons with potential health hazards related to communicable diseases,subcategory,
v07,need for isolation and other prophylactic measures,supplementary classification of factors influencing heatlh status and contact with health services,persons with health hazards related to communicable diseases,factors influencing health status and contact with health services/codes for special purposes/other,need for isolation and other prophylactic measures,persons with potential health hazards related to communicable diseases,subcategory,
v10,personal history of malignant neoplasm,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,personal history of malignant neoplasm,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v11,personal history of mental disorder,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,personal history of mental disorder,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v12,personal history of certain other diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,personal history of certain other diseases,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v13,personal history of other diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,personal history of other diseases,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v14,personal history of allergy to medicinal agents,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,personal history of allergy to medicinal agents,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v15,other personal history presenting hazards to health,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,other personal history presenting hazards to health,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v16,family history of malignant neoplasm,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,family history of malignant neoplasm,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v17,family history of certain chronic disabling diseases,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,family history of certain chronic disabling diseases,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v18,family history of certain other specific conditions,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,family history of certain other specific conditions,persons with potential health hazards related to family and personal history and abbrev,subcategory,
v19,family history of other conditions,supplementary classification of factors influencing heatlh status and contact with health services,persons with potential health hazards related to personal and family history,factors influencing health status and contact with health services/codes for special purposes/other,family history of other conditions,persons with potential health hazards related to family and personal history and abbrev,subcategory,
